Gene,Annotation,Swiss-Prot Entry name,AC ,EcoGene accession number,Length ,Gene name and synonyms,b_num,jw_num
fadH,"2,4-dienoyl-CoA reductase",FADH_ECOLI,P42593,EG12723,672,fadH; ygjL,b3081, JW3052
phoE,Outer membrane pore protein E,PHOE_ECOLI,P02932,EG10729,351,phoE; ompE,b0241, JW0231
lpxH,"UDP-2,3-diacylglucosamine hydrolase",LPXH_ECOLI,P43341,EG12666,240,lpxH; ybbF,b0524, JW0513
yejF,putative ABC transporter ATP-binding protein YejF,YEJF_ECOLI,P33916,EG12041,529,yejF,b2180, JW2168
qseB,Transcriptional regulatory protein QseB,QSEB_ECOLI,P52076,EG13026,219,qseB; ygiX,b3025, JW2993
ispF,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",ISPF_ECOLI,P62617,EG11816,159,ispF; mecS; ygbB,b2746, JW2716
argD,Acetylornithine/succinyldiaminopimelate aminotransferase,ARGD_ECOLI,P18335,EG10066,406,argD; dapC; dtu,b3359, JW3322
ynhG,"putative L,D-transpeptidase YnhG",YNHG_ECOLI,P76193,EG14015,334,ynhG,b1678, JW1668
hdhA,7-alpha-hydroxysteroid dehydrogenase,HDHA_ECOLI,P0AET8,EG10425,255,hdhA; hsdH,b1619, JW1611
queD,"6-carboxy-5,6,7,8-tetrahydropterin synthase",QUED_ECOLI,P65870,EG13120,121,queD; ygcM,b2765, JW2735
arnT,Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,ARNT_ECOLI,P76473,EG14093,550,arnT; pmrK; yfbI,b2257, JW2251
yajL,Protein/nucleic acid deglycase 3,YAJL_ECOLI,Q46948,EG13272,196,yajL; thiJ,b0424, JW5057
sbcD,Nuclease SbcCD subunit D,SBCD_ECOLI,P0AG76,EG11094,400,sbcD; yajA,b0398, JW0388
prmB,50S ribosomal protein L3 glutamine methyltransferase,PRMB_ECOLI,P39199,EG12449,310,prmB; yfcB,b2330, JW5841
proC,Pyrroline-5-carboxylate reductase,P5CR_ECOLI,P0A9L8,EG10769,269,proC,b0386, JW0377
pdxK,Pyridoxine/pyridoxal/pyridoxamine kinase,PDXK_ECOLI,P40191,EG12642,283,pdxK; yfeI,b2418, JW2411
yigL,Pyridoxal phosphate phosphatase YigL,YIGL_ECOLI,P27848,EG11470,266,yigL,b3826, JW5854
mutS,DNA mismatch repair protein MutS,MUTS_ECOLI,P23909,EG10625,853,mutS; fdv,b2733, JW2703
aroD,3-dehydroquinate dehydratase,AROD_ECOLI,P05194,EG10076,252,aroD,b1693, JW1683
gloB,Hydroxyacylglutathione hydrolase GloB,GLO2_ECOLI,P0AC84,EG13330,251,gloB; yafR,b0212, JW0202
coaD,Phosphopantetheine adenylyltransferase,COAD_ECOLI,P0A6I6,EG11190,159,coaD; kdtB; yicA,b3634, JW3609
pdxJ,Pyridoxine 5'-phosphate synthase,PDXJ_ECOLI,P0A794,EG10693,243,pdxJ,b2564, JW2548
kbaZ,"D-tagatose-1,6-bisphosphate aldolase subunit KbaZ",KBAZ_ECOLI,P0C8K0,EG12763,426,kbaZ; agaZ; yhaX,b3132, JW3101
yhhX,putative oxidoreductase YhhX,YHHX_ECOLI,P46853,EG12944,345,yhhX,b3440, JW3403
yjcH,Inner membrane protein YjcH,YJCH_ECOLI,P0AF54,EG11943,104,yjcH,b4068, JW4029
yidG,Inner membrane protein YidG,YIDG_ECOLI,P0ADL6,EG11695,120,yidG,b3675, JW3651
asnA,Aspartate--ammonia ligase,ASNA_ECOLI,P00963,EG10091,330,asnA,b3744, JW3722
rsd,Regulator of sigma D,RSD_ECOLI,P0AFX4,EG11738,158,rsd,b3995, JW3959
cusF,Cation efflux system protein CusF,CUSF_ECOLI,P77214,EG14234,110,cusF; cusX; ylcC,b0573, JW0562
napF,Ferredoxin-type protein NapF,NAPF_ECOLI,P0AAL0,EG12068,164,napF; yojG,b2208, JW2196
trmB,tRNA (guanine-N(7)-)-methyltransferase,TRMB_ECOLI,P0A8I5,EG11779,239,trmB; trmI; yggH,b2960, JW2927
glpQ,"Glycerophosphodiester phosphodiesterase, periplasmic",GLPQ_ECOLI,P09394,EG10399,358,glpQ,b2239, JW2233
yecD,Isochorismatase family protein YecD,YECD_ECOLI,P0ADI7,EG12378,188,yecD,b1867, JW5307
truA,tRNA pseudouridine synthase A,TRUA_ECOLI,P07649,EG10454,270,truA; asuC; hisT; leuK,b2318, JW2315
solA,N-methyl-L-tryptophan oxidase,MTOX_ECOLI,P40874,EG12669,372,solA,b1059, JW1046
yfcG,Disulfide-bond oxidoreductase YfcG,YFCG_ECOLI,P77526,EG14110,215,yfcG,b2302, JW2299
lspA,Lipoprotein signal peptidase,LSPA_ECOLI,P00804,EG10548,164,lspA; lsp,b0027, JW0025
dedD,Cell division protein DedD,DEDD_ECOLI,P09549,EG10218,220,dedD,b2314, JW5378
ybiT,putative ABC transporter ATP-binding protein YbiT,YBIT_ECOLI,P0A9U3,EG13325,530,ybiT,b0820, JW0804
yihI,Der GTPase-activating protein YihI,YIHI_ECOLI,P0A8H6,EG11835,169,yihI,b3866, JW3837
aroG,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",AROG_ECOLI,P0AB91,EG10079,350,aroG,b0754, JW0737
nudL,putative Nudix hydrolase NudL,NUDL_ECOLI,P43337,EG12693,192,nudL; yeaB,b1813, JW1802
ilvB,Acetolactate synthase isozyme 1 large subunit,ILVB_ECOLI,P08142,EG10494,562,ilvB,b3671, JW3646
mepA,Penicillin-insensitive murein endopeptidase,MEPA_ECOLI,P0C0T5,EG10580,274,mepA,b2328, JW2325
nadE,NH(3)-dependent NAD(+) synthetase,NADE_ECOLI,P18843,EG10663,275,nadE; efg; ntrL,b1740, JW1729
selB,Selenocysteine-specific elongation factor,SELB_ECOLI,P14081,EG10942,614,selB; fdhA,b3590, JW3563
dgt,Deoxyguanosinetriphosphate triphosphohydrolase,DGTP_ECOLI,P15723,EG10225,505,dgt,b0160, JW0156
ghrB,Glyoxylate/hydroxypyruvate reductase B,GHRB_ECOLI,P37666,EG12272,324,ghrB; tkrA; yiaE,b3553, JW5656
dpiB,Sensor histidine kinase DpiB,DPIB_ECOLI,P77510,EG13646,552,dpiB; citA; mpdB; ybeP,b0619, JW0611
yfbR,5'-deoxynucleotidase YfbR,5DNU_ECOLI,P76491,EG14102,199,yfbR,b2291, JW2288
yciK,putative oxidoreductase YciK,YCIK_ECOLI,P31808,EG11759,252,yciK,b1271, JW1263
ychN,Protein YchN,YCHN_ECOLI,P0AB52,EG12404,117,ychN,b1219, JW1210
araF,L-arabinose-binding periplasmic protein,ARAF_ECOLI,P02924,EG10057,329,araF,b1901, JW1889
ccmA,Cytochrome c biogenesis ATP-binding export protein CcmA,CCMA_ECOLI,P33931,EG12059,207,ccmA; yejW,b2201, JW5366
efeO,Iron uptake system component EfeO,EFEO_ECOLI,P0AB24,EG13861,375,efeO; ycdO,b1018, JW1003
ybhN,Inner membrane protein YbhN,YBHN_ECOLI,P75770,EG13670,318,ybhN,b0788, JW0771
gltP,Proton/glutamate-aspartate symporter,GLTP_ECOLI,P21345,EG10405,437,gltP,b4077, JW4038
pepB,Peptidase B,PEPB_ECOLI,P37095,EG12310,427,pepB; yfhI,b2523, JW2507
dadX,"Alanine racemase, catabolic",ALR2_ECOLI,P29012,EG11408,356,dadX; alnB; dadB,b1190, JW1179
apbE,FAD:protein FMN transferase,APBE_ECOLI,P0AB85,EG12073,351,apbE; yojK; yojL,b2214, JW5368
mutL,DNA mismatch repair protein MutL,MUTL_ECOLI,P23367,EG11281,615,mutL,b4170, JW4128
rsxD,Electron transport complex subunit RsxD,RSXD_ECOLI,P76182,EG13936,352,rsxD; rnfD; ydgO,b1630, JW1622
mutY,Adenine DNA glycosylase,MUTY_ECOLI,P17802,EG10627,350,mutY; micA,b2961, JW2928
ebgA,Evolved beta-galactosidase subunit alpha,BGA2_ECOLI,P06864,EG10252,1030,ebgA,b3076, JW5511
gltI,Glutamate/aspartate import solute-binding protein,GLTI_ECOLI,P37902,EG12700,302,gltI; ybeJ; yzzK,b0655, JW5092
cusB,Cation efflux system protein CusB,CUSB_ECOLI,P77239,EG14235,407,cusB; ylcD,b0574, JW0563
yacG,DNA gyrase inhibitor YacG,YACG_ECOLI,P0A8H8,EG12314,65,yacG,b0101, JW5008
mak,Fructokinase,MAK_ECOLI,P23917,EG11288,302,mak; yajF,b0394, JW0385
azoR,FMN-dependent NADH-azoreductase,AZOR_ECOLI,P41407,EG12695,201,azoR; acpD,b1412, JW1409
glgS,Surface composition regulator,GLGS_ECOLI,P26649,EG11381,66,glgS; scoR,b3049, JW3021
basS,Sensor protein BasS,BASS_ECOLI,P30844,EG11614,363,basS; pmrB,b4112, JW4073
priB,Primosomal replication protein N,PRIB_ECOLI,P07013,EG10764,104,priB,b4201, JW4159
cysM,Cysteine synthase B,CYSM_ECOLI,P16703,EG10193,303,cysM,b2421, JW2414
hcaT,putative 3-phenylpropionic acid transporter,HCAT_ECOLI,Q47142,EG13454,379,hcaT; yfhS,b2536, JW2520
slyB,Outer membrane lipoprotein SlyB,SLYB_ECOLI,P0A905,EG13409,155,slyB,b1641, JW1633
qseC,Sensor protein QseC,QSEC_ECOLI,P40719,EG13027,449,qseC; ygiY,b3026, JW2994
yhaH,Inner membrane protein YhaH,YHAH_ECOLI,P64590,EG12747,121,yhaH,b3103, JW3074
fdhE,Protein FdhE,FDHE_ECOLI,P13024,EG10284,309,fdhE,b3891, JW3862
allE,(S)-ureidoglycine aminohydrolase,ALLE_ECOLI,P75713,EG13622,261,allE; glxB6; ylbA,b0515, JW0503
creC,Sensor protein CreC,CREC_ECOLI,P08401,EG10730,474,creC; phoM,b4399, JW4362
qmcA,Protein QmcA,QMCA_ECOLI,P0AA53,EG13258,305,qmcA; ybbK,b0489, JW0478
cbpA,Curved DNA-binding protein,CBPA_ECOLI,P36659,EG12193,306,cbpA,b1000, JW0985
ygiN,putative quinol monooxygenase YgiN,YGIN_ECOLI,P0ADU2,EG12657,104,ygiN,b3029, JW2997
pspC,Phage shock protein C,PSPC_ECOLI,P0AFN2,EG10778,119,pspC,b1306, JW1299
yidH,Inner membrane protein YidH,YIDH_ECOLI,P0ADM0,EG11696,115,yidH,b3676, JW3652
hyuA,D-phenylhydantoinase,PHYDA_ECOLI,Q46806,EG13056,461,hyuA; ygeZ,b2873, JW2841
mutT,8-oxo-dGTP diphosphatase,MUTT_ECOLI,P08337,EG10626,129,mutT,b0099, JW0097
ybcI,Inner membrane protein YbcI,YBCI_ECOLI,P45570,EG12708,173,ybcI,b0527, JW0516
entF,Enterobactin synthase component F,ENTF_ECOLI,P11454,EG10264,1293,entF,b0586, JW0578
mnmC,tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC,MNMC_ECOLI,P77182,EG14114,668,mnmC; yfcK,b2324, JW5380
kdgR,Transcriptional regulator KdgR,KDGR_ECOLI,P76268,EG14018,263,kdgR; yebP,b1827, JW1816
nrfG,Formate-dependent nitrite reductase complex subunit NrfG,NRFG_ECOLI,P32712,EG11950,198,nrfG; yjcN,b4076, JW4037
yjcS,Putative alkyl/aryl-sulfatase YjcS,YJCS_ECOLI,P32717,EG11955,661,yjcS,b4083, JW5721
phnN,"Ribose 1,5-bisphosphate phosphokinase PhnN",PHNN_ECOLI,P16690,EG10723,185,phnN,b4094, JW4055
yjjW,Putative glycyl-radical enzyme activating enzyme YjjW,YJJW_ECOLI,P39409,EG12599,287,yjjW,b4379, JW4342
creD,Inner membrane protein CreD,CRED_ECOLI,P08369,EG10145,450,creD; cet,b4400, JW4363
preT,NAD-dependent dihydropyrimidine dehydrogenase subunit PreT,PRET_ECOLI,P76440,EG14074,412,preT; yeiT,b2146, JW2133
rsxC,Electron transport complex subunit RsxC,RSXC_ECOLI,P77611,EG13935,740,rsxC; rnfC; ydgN,b1629, JW1621
tilS,tRNA(Ile)-lysidine synthase,TILS_ECOLI,P52097,EG13220,432,tilS; mesJ; yaeN,b0188, JW0183
kdpC,Potassium-transporting ATPase KdpC subunit,KDPC_ECOLI,P03961,EG10515,190,kdpC,b0696, JW0684
phrB,Deoxyribodipyrimidine photo-lyase,PHR_ECOLI,P00914,EG10736,472,phrB; phr,b0708, JW0698
yccX,Acylphosphatase,ACYP_ECOLI,P0AB65,EG13726,92,yccX,b0968, JW5131
rluE,Ribosomal large subunit pseudouridine synthase E,RLUE_ECOLI,P75966,EG13447,217,rluE; ymfC,b1135, JW1121
sufD,FeS cluster assembly protein SufD,SUFD_ECOLI,P77689,EG13963,423,sufD; ynhC,b1681, JW1671
ydiV,Putative anti-FlhC(2)FlhD(4) factor YdiV,YDIV_ECOLI,P76204,EG13981,237,ydiV; cdgR,b1707, JW1697
astD,N-succinylglutamate 5-semialdehyde dehydrogenase,ASTD_ECOLI,P76217,EG13997,492,astD; ydjU,b1746, JW5282
hisD,Histidinol dehydrogenase,HISX_ECOLI,P06988,EG10447,434,hisD,b2020, JW2002
thiM,Hydroxyethylthiazole kinase,THIM_ECOLI,P76423,EG14069,262,thiM,b2104, JW2091
ypdF,Aminopeptidase YpdF,YPDF_ECOLI,P76524,EG14153,361,ypdF,b2385, JW2382
fumE,Fumarase E,FUME_ECOLI,P11663,EG11162,169,fumE; yggD,b2929, JW2896
ugpQ,"Glycerophosphodiester phosphodiesterase, cytoplasmic",UGPQ_ECOLI,P10908,EG11050,247,ugpQ,b3449, JW3414
mobA,Molybdenum cofactor guanylyltransferase,MOBA_ECOLI,P32173,EG11829,194,mobA; chlB; mob; narB,b3857, JW3829
ampC,Beta-lactamase,AMPC_ECOLI,P00811,EG10040,377,ampC; ampA,b4150, JW4111
tolA,Protein TolA,TOLA_ECOLI,P19934,EG11007,421,tolA; cim; excC; lky,b0739, JW0729
nlpE,Lipoprotein NlpE,NLPE_ECOLI,P40710,EG12137,236,nlpE; cutF,b0192, JW0188
sbcC,Nuclease SbcCD subunit C,SBCC_ECOLI,P13458,EG10927,1048,sbcC; rmuA,b0397, JW0387
ybdZ,Enterobactin biosynthesis protein YbdZ,YBDZ_ECOLI,P18393,EG14353,72,ybdZ,b4511, JW0577
ybeM,Deaminated glutathione amidase,YBEM_ECOLI,P0DP64,EG13162,187,ybeM,b4581, JW0621
moaD,Molybdopterin synthase sulfur carrier subunit,MOAD_ECOLI,P30748,EG11597,81,moaD; chlA4; chlM,b0784, JW0767
ssuE,FMN reductase (NADPH),SSUE_ECOLI,P80644,EG13708,191,ssuE; ycbP,b0937, JW0920
hyaD,Hydrogenase 1 maturation protease,HYAD_ECOLI,P19930,EG10471,195,hyaD,b0975, JW0957
trpC,Tryptophan biosynthesis protein TrpCF,TRPC_ECOLI,P00909,EG11026,453,trpC; trpF,b1262, JW1254
nimR,HTH-type transcriptional regulator NimR,NIMR_ECOLI,P76241,EG13499,273,nimR; yeaM,b1790, JW1779
pabB,Aminodeoxychorismate synthase component 1,PABB_ECOLI,P05041,EG10683,453,pabB,b1812, JW1801
msrC,Free methionine-R-sulfoxide reductase,MSRC_ECOLI,P76270,EG14020,165,msrC; yebR,b1832, JW1821
torY,Cytochrome c-type protein TorY,TORY_ECOLI,P52005,EG13277,366,torY; yecK,b1873, JW1862
cirA,Colicin I receptor,CIRA_ECOLI,P17315,EG10155,663,cirA; cir; feuA,b2155, JW2142
yfgD,putative protein YfgD,YFGD_ECOLI,P76569,EG14200,119,yfgD,b2495, JW2480
yphB,putative protein YphB,YPHB_ECOLI,P76584,EG13463,290,yphB,b2544, JW2528
norW,Nitric oxide reductase FlRd-NAD(+) reductase,NORW_ECOLI,P37596,EG12450,377,norW; flrR; ygbD,b2711, JW2681
idi,Isopentenyl-diphosphate Delta-isomerase,IDI_ECOLI,Q46822,EG13072,182,idi; ygfV,b2889, JW2857
dlsT,putative serine transporter,DLST_ECOLI,P42628,EG12754,443,dlsT; yhaO,b3110, JW5519
yhbX,Putative phosphoethanolamine transferase YhbX,YHBX_ECOLI,P42640,EG12793,541,yhbX,b3173, JW5534
nanK,N-acetylmannosamine kinase,NANK_ECOLI,P45425,EG12815,291,nanK; yhcI,b3222, JW5538
yhdT,putative membrane protein YhdT,YHDT_ECOLI,P45566,EG12831,80,yhdT,b3257, JW3225
tusD,Sulfurtransferase TusD,TUSD_ECOLI,P45532,EG12898,128,tusD; yheN,b3345, JW3307
bioH,Pimeloyl-[acyl-carrier protein] methyl ester esterase,BIOH_ECOLI,P13001,EG10122,256,bioH; bioB,b3412, JW3375
panZ,PanD regulatory factor,PANZ_ECOLI,P37613,EG12211,127,panZ; panM; yhhK,b3459, JW3424
thiE,Thiamine-phosphate synthase,THIE_ECOLI,P30137,EG11586,211,thiE,b3993, JW3957
phnH,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH,PHNH_ECOLI,P16686,EG10717,194,phnH,b4100, JW4061
phnG,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG,PHNG_ECOLI,P16685,EG10716,150,phnG,b4101, JW4062
qorB,Quinone oxidoreductase 2,QOR2_ECOLI,P39315,EG12507,286,qorB; qor2; ytfG,b4211, JW4169
torS,Sensor protein TorS,TORS_ECOLI,P39453,EG12617,914,torS; yccI,b0993, JW5135
caiC,Crotonobetaine/carnitine--CoA ligase,CAIC_ECOLI,P31552,EG11558,517,caiC; yaaM,b0037, JW0036
lafU,Chemotaxis protein LafU,LAFU_ECOLI,Q47154,EG13143,211,lafU; mbhA,b0230, JW5812
phoA,Alkaline phosphatase,PPB_ECOLI,P00634,EG10727,471,phoA,b0383, JW0374
priC,Primosomal replication protein N'',PRIC_ECOLI,P23862,EG10765,175,priC,b0467, JW0456
ybbJ,Inner membrane protein YbbJ,YBBJ_ECOLI,P0AAS3,EG13257,152,ybbJ,b0488, JW5065
fes,Enterochelin esterase,FES_ECOLI,P13039,EG10299,400,fes,b0585, JW0576
kdpA,Potassium-transporting ATPase potassium-binding subunit,KDPA_ECOLI,P03959,EG10513,557,kdpA,b0698, JW0686
nei,Endonuclease 8,END8_ECOLI,P50465,EG13237,263,nei,b0714, JW0704
moeB,Molybdopterin-synthase adenylyltransferase,MOEB_ECOLI,P12282,EG10154,249,moeB; chlN,b0826, JW0810
yceJ,Cytochrome b561 ,C56I_ECOLI,P75925,EG12659,188,yceJ,b1057, JW1044
tonB,Protein TonB,TONB_ECOLI,P02929,EG11012,239,tonB; exbA,b1252, JW5195
folM,Dihydromonapterin reductase,FOLM_ECOLI,P0AFS3,EG13189,240,folM; ydgB,b1606, JW1598
rstB,Sensor protein RstB,RSTB_ECOLI,P18392,EG11233,433,rstB; uspT,b1609, JW1601
ydhU,Putative cytochrome YdhU,YDHU_ECOLI,P77409,EG13955,261,ydhU,b1670, JW1660
cedA,Cell division activator CedA,CEDA_ECOLI,P0AE60,EG13992,80,cedA; ydjP,b1731, JW1720
rsmF,Ribosomal RNA small subunit methyltransferase F,RSMF_ECOLI,P76273,EG14023,479,rsmF; yebU,b1835, JW5301
purT,Formate-dependent phosphoribosylglycinamide formyltransferase,PURT_ECOLI,P33221,EG11809,392,purT,b1849, JW1838
yedV,putative sensor-like histidine kinase YedV,YEDV_ECOLI,P76339,EG14044,452,yedV,b1968, JW1951
cobT,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,COBT_ECOLI,P36562,EG12151,359,cobT,b1991, JW1969
yehX,Glycine betaine uptake system ATP-binding protein YehX,YEHX_ECOLI,P33360,EG12010,308,yehX,b2129, JW2117
glpB,Anaerobic glycerol-3-phosphate dehydrogenase subunit B,GLPB_ECOLI,P13033,EG10392,419,glpB,b2242, JW2236
rhmA,2-keto-3-deoxy-L-rhamnonate aldolase,RHMA_ECOLI,P76469,EG14083,267,rhmA; yfaU,b2245, JW2239
arnA,Bifunctional polymyxin resistance protein ArnA,ARNA_ECOLI,P77398,EG14091,660,arnA; pmrI; yfbG,b2255, JW2249
pmrD,Signal transduction protein PmrD,PMRD_ECOLI,P37590,EG12671,88,pmrD,b2259, JW2254
menE,2-succinylbenzoate--CoA ligase,MENE_ECOLI,P37353,EG12437,451,menE,b2260, JW2255
yffB,Protein YffB,YFFB_ECOLI,P24178,EG11147,118,yffB,b2471, JW2455
yfiC,tRNA1(Val) (adenine(37)-N6)-methyltransferase,TRMN6_ECOLI,P31825,EG11538,245,yfiC,b2575, JW2559
ygaP,Inner membrane protein YgaP,YGAP_ECOLI,P55734,EG13288,174,ygaP,b2668, JW2643
csdE,Sulfur acceptor protein CsdE,CSDE_ECOLI,P0AGF2,EG13083,147,csdE; ygdK,b2811, JW2782
yqfG,putative protein YqfG,YQFG_ECOLI,C1P614,EG14489,41,yqfG,b4684, JW5470.1
yggR,putative protein YggR,YGGR_ECOLI,P52052,EG12978,326,yggR,b2950, JW2917
yqjF,Inner membrane protein YqjF,YQJF_ECOLI,P42619,EG12745,130,yqjF,b3101, JW5850
yhdJ,DNA adenine methyltransferase YhdJ,YHDJ_ECOLI,P28638,EG11498,294,yhdJ,b3262, JW5543
tusB,Protein TusB,TUSB_ECOLI,P45530,EG12896,95,tusB; yheL,b3343, JW3305
xylG,Xylose import ATP-binding protein XylG,XYLG_ECOLI,P37388,EG12275,513,xylG,b3567, JW3539
nlpA,Lipoprotein 28,NLPA_ECOLI,P04846,EG10657,272,nlpA,b3661, JW3635
cbrA,Protein CbrA,CBRA_ECOLI,P31456,EG11714,354,cbrA; yidS,b3690, JW5631
mioC,Protein MioC,MIOC_ECOLI,P03817,EG11199,147,mioC; yieB,b3742, JW3720
wecD,dTDP-fucosamine acetyltransferase,WECD_ECOLI,P27832,EG11455,224,wecD; rffC; yifH,b3790, JW5597
mobB,Molybdopterin-guanine dinucleotide biosynthesis adapter protein,MOBB_ECOLI,P32125,EG11828,175,mobB; yihC,b3856, JW5575
rhaM,L-rhamnose mutarotase,RHAM_ECOLI,P32156,EG11865,104,rhaM; yiiL,b3901, JW3872
yjdF,Inner membrane protein YjdF,YJDF_ECOLI,P39270,EG12463,209,yjdF,b4121, JW4082
yjfC,Putative acid--amine ligase YjfC,YJFC_ECOLI,P33222,EG11812,387,yjfC,b4186, JW4144
fhuF,Ferric iron reductase protein FhuF,FHUF_ECOLI,P39405,EG12595,262,fhuF; yjjS,b4367, JW4331
cusS,Sensor kinase CusS,CUSS_ECOLI,P77485,EG13642,480,cusS; ybcZ,b0570, JW5082
ydhW,putative protein YdhW,YDHW_ECOLI,P77564,EG13957,215,ydhW,b1672, JW1662
pepT,Peptidase T,PEPT_ECOLI,P29745,EG11549,408,pepT,b1127, JW1113
panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,PANB_ECOLI,P31057,EG11675,264,panB,b0134, JW0130
gluQ,Glutamyl-Q tRNA(Asp) synthetase,GLUQ_ECOLI,P27305,EG11362,308,gluQ; yadB,b0144, JW5892
tdcD,Propionate kinase,TDCD_ECOLI,P11868,EG11172,402,tdcD; yhaA,b3115, JW5806
ribD,Riboflavin biosynthesis protein RibD,RIBD_ECOLI,P25539,EG11321,367,ribD; ribG; ybaE,b0414, JW0404
maa,Maltose O-acetyltransferase,MAA_ECOLI,P77791,EG14239,183,maa; ylaD,b0459, JW0448
aes,Acetyl esterase,AES_ECOLI,P23872,EG11101,319,aes; ybaC,b0476, JW0465
glxK,Glycerate 3-kinase,GLXK2_ECOLI,P77364,EG13621,381,glxK; glxB5; ybbZ,b0514, JW0502
citC,[Citrate [pro-3S]-lyase] ligase,CITC_ECOLI,P77390,EG13645,352,citC; ybeO,b0618, JW0610
ubiF,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",UBIF_ECOLI,P75728,EG13658,391,ubiF; yleB,b0662, JW0659
cpoB,Cell division coordinator CpoB,CPOB_ECOLI,P45955,EG12854,263,cpoB; ybgF,b0742, JW0732
bioC,Malonyl-[acyl-carrier protein] O-methyltransferase,BIOC_ECOLI,P12999,EG10119,251,bioC,b0777, JW0760
ybiI,putative protein YbiI,YBII_ECOLI,P41039,EG12421,88,ybiI,b0803, JW0788
fsaA,Fructose-6-phosphate aldolase 1,FSAA_ECOLI,P78055,EG13471,220,fsaA; fsa; mipB; ybiZ,b0825, JW5109
ssuB,Aliphatic sulfonates import ATP-binding protein SsuB,SSUB_ECOLI,P0AAI1,EG12358,255,ssuB; ycbE,b0933, JW0916
yccM,Putative electron transport protein YccM,YCCM_ECOLI,P52636,EG13234,357,yccM,b0992, JW0977
rutE,putative malonic semialdehyde reductase RutE,RUTE_ECOLI,P75894,EG13855,196,rutE; ycdI,b1008, JW0993
rutB,Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB,RUTB_ECOLI,P75897,EG13858,230,rutB; ycdL,b1011, JW5139
pabC,Aminodeoxychorismate lyase,PABC_ECOLI,P28305,EG11493,269,pabC,b1096, JW1082
fhuE,FhuE receptor,FHUE_ECOLI,P16869,EG10306,729,fhuE,b1102, JW1088
ynfD,putative protein YnfD,YNFD_ECOLI,P76172,EG13842,101,ynfD,b1586, JW5259
tqsA,AI-2 transport protein TqsA,TQSA_ECOLI,P0AFS5,EG13928,344,tqsA; ydgG,b1601, JW1593
ydgH,Protein YdgH,YDGH_ECOLI,P76177,EG13929,314,ydgH,b1604, JW1596
mliC,Membrane-bound lysozyme inhibitor of C-type lysozyme,MLIC_ECOLI,P28224,EG11488,109,mliC; ydhA,b1639, JW1631
nemA,N-ethylmaleimide reductase,NEMA_ECOLI,P77258,EG13546,365,nemA; ydhN,b1650, JW1642
ydhR,Putative monooxygenase YdhR,YDHR_ECOLI,P0ACX3,EG13952,101,ydhR,b1667, JW1657
cho,Excinuclease cho,CHO_ECOLI,P76213,EG13993,295,cho; ydjQ,b1741, JW1730
ves,Protein Ves,VES_ECOLI,P76214,EG13994,191,ves; ydjR,b1742, JW1731
astB,N-succinylarginine dihydrolase,ASTB_ECOLI,P76216,EG13996,447,astB; ydjT,b1745, JW1734
nudG,CTP pyrophosphohydrolase,NUDG_ECOLI,P77788,EG14009,135,nudG; ynjG,b1759, JW1748
topB,DNA topoisomerase 3,TOP3_ECOLI,P14294,EG11014,653,topB,b1763, JW1752
yeaD,Putative glucose-6-phosphate 1-epimerase,YEAD_ECOLI,P39173,EG12679,294,yeaD; yzzQ,b1780, JW1769
pphA,Serine/threonine-protein phosphatase 1,PRP1_ECOLI,P55798,EG14026,218,pphA; prpA; yebX,b1838, JW1827
yebZ,Inner membrane protein YebZ,YEBZ_ECOLI,P76278,EG14028,290,yebZ,b1840, JW1829
yebE,Inner membrane protein YebE,YEBE_ECOLI,P33218,EG11806,219,yebE,b1846, JW1835
hchA,Protein/nucleic acid deglycase 1,HCHA_ECOLI,P31658,EG11755,283,hchA; yedU; yzzC,b1967, JW1950
msrQ,Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ,MSRQ_ECOLI,P76343,EG14048,211,msrQ; yedZ,b1972, JW1955
yehZ,Glycine betaine-binding protein YehZ,YEHZ_ECOLI,P33362,EG12012,305,yehZ; osmF,b2131, JW2119
alkB,Alpha-ketoglutarate-dependent dioxygenase AlkB,ALKB_ECOLI,P05050,EG10037,216,alkB; aidD,b2212, JW2200
arnB,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,ARNB_ECOLI,P77690,EG14089,385,arnB; pmrH; yfbE,b2253, JW5372
arnD,putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD,ARND_ECOLI,P76472,EG14092,296,arnD; pmrJ; yfbH,b2256, JW2250
menC,o-succinylbenzoate synthase,MENC_ECOLI,P29208,EG11532,320,menC,b2261, JW2256
yfdX,Protein YfdX,YFDX_ECOLI,P76520,EG14146,211,yfdX,b2375, JW2372
